DPTO,informal,edad,soltero,analfabeta,nivel_educativo,ingreso,vivienda_propia,jefe_hogar,empleado_empresa_particular,empleado_gobierno,empleado_domestico,independiente,empleador,familiar_sin_remuneracion,empresa_sin_remuneracion,jornalero,horas_trabajo,desea_cambiar_trabajo,rural,dinero_ahorrado,tiempo_desempleado,tercera_edad
50,1,25,0,0,5,1000000,0,0,0,0,0,1,0,0,0,0,4,0,0,0,4,0
50,1,44,1,0,3,2320000,0,0,0,0,1,0,0,0,0,0,69,0,0,0,7,0
50,0,40,0,0,10,2500000,0,0,1,0,0,0,0,0,0,0,48,0,0,1,0,0
50,1,32,0,0,5,600000,0,1,0,0,0,1,0,0,0,0,20,0,0,0,7,0
50,0,55,1,0,10,1700000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,0,0
50,1,38,0,0,5,1000000,1,0,1,0,0,0,0,0,0,0,48,1,0,0,60,0
50,1,54,1,0,4,1550000,0,1,0,0,1,0,0,0,0,0,72,1,0,0,0,0
50,1,30,1,0,5,1800000,0,1,1,0,0,0,0,0,0,0,70,1,0,0,1,0
50,0,47,0,0,10,1800000,1,0,1,0,0,0,0,0,0,0,47,0,0,1,2,0
50,1,46,1,0,3,1100000,0,1,1,0,0,0,0,0,0,0,63,0,0,0,48,0
50,1,38,1,0,6,900000,1,1,0,0,0,1,0,0,0,0,40,0,0,1,36,0
50,1,31,0,0,5,1000000,0,0,1,0,0,0,0,0,0,0,60,0,0,0,2,0
52,0,39,1,0,11,7000000,1,1,0,1,0,0,0,0,0,0,50,0,0,1,0,0
52,1,48,0,0,5,250000,0,0,0,0,0,1,0,0,0,0,15,1,0,0,0,0
52,0,19,1,0,8,1300000,0,0,1,0,0,0,0,0,0,0,47,0,0,0,0,0
52,0,27,1,0,9,1300000,0,0,1,0,0,0,0,0,0,0,46,0,0,0,7,0
52,0,41,0,0,5,1300000,1,1,1,0,0,0,0,0,0,0,48,0,0,1,0,0
52,1,57,1,0,3,570000,0,1,0,0,1,0,0,0,0,0,25,0,0,0,2,0
52,1,52,1,0,5,1200000,0,1,0,0,0,1,0,0,0,0,60,0,0,0,0,0
52,1,22,1,0,6,1300000,0,0,1,0,0,0,0,0,0,0,54,0,0,0,2,0
52,0,47,0,0,13,9500000,0,1,1,0,0,0,0,0,0,0,40,0,0,0,0,0
52,0,61,1,0,5,1230000,1,1,0,0,0,1,0,0,0,0,36,1,0,0,0,1
52,1,40,1,0,3,450000,0,1,0,0,1,0,0,0,0,0,49,1,0,0,11,0
52,1,32,1,0,3,1200000,0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0
52,0,45,1,0,10,3500000,0,1,1,0,0,0,0,0,0,0,45,0,0,1,0,0
52,1,27,1,0,9,500000,1,0,1,0,0,0,0,0,0,0,24,1,0,0,2,0
52,1,38,0,0,4,500000,0,1,0,0,0,1,0,0,0,0,100,1,0,0,6,0
52,1,29,0,0,5,1000000,0,0,1,0,0,0,0,0,0,0,48,0,0,1,0,0
52,1,34,0,0,3,400000,0,1,0,0,0,1,0,0,0,0,40,0,0,0,0,0
52,1,60,0,0,5,700000,0,1,0,0,1,0,0,0,0,0,35,0,0,0,98,1
52,1,69,1,0,3,400000,1,1,0,0,0,1,0,0,0,0,30,0,0,0,0,1
52,0,32,1,0,12,12600000,1,1,0,0,0,1,0,0,0,0,30,1,0,1,5,0
52,1,38,1,0,8,1100000,0,1,1,0,0,0,0,0,0,0,40,0,0,0,24,0
52,1,68,0,0,3,440000,1,0,0,0,0,1,0,0,0,0,40,0,0,0,0,1
52,1,44,0,0,5,520000,0,0,0,0,1,0,0,0,0,0,36,1,0,0,2,0
52,1,55,1,0,3,700000,0,1,0,0,0,1,0,0,0,0,40,0,0,0,0,0
52,1,68,0,0,4,1400000,0,0,0,0,0,0,1,0,0,0,20,0,0,0,48,1
52,1,67,1,0,10,5600000,1,1,0,1,0,0,0,0,0,0,30,0,0,1,58,1
52,1,43,1,0,5,750000,0,1,0,0,0,1,0,0,0,0,40,0,0,0,0,0
52,0,24,1,0,5,2000000,0,0,1,0,0,0,0,0,0,0,47,1,0,0,0,0
52,1,65,0,0,3,650000,0,0,0,0,1,0,0,0,0,0,35,0,0,0,15,1
52,1,22,1,0,5,350000,1,0,0,0,1,0,0,0,0,0,30,1,0,0,8,0
52,1,41,0,0,4,1000000,0,1,1,0,0,0,0,0,0,0,48,1,0,0,3,0
52,1,58,1,1,1,260000,1,1,0,0,0,1,0,0,0,0,16,1,0,0,6,0
52,0,47,0,0,5,2200000,0,0,0,1,0,0,0,0,0,0,42,0,0,0,4,0
52,1,57,1,0,10,1200000,0,1,1,0,0,0,0,0,0,0,40,1,0,0,2,0
52,0,34,1,0,10,1900000,0,1,0,0,0,1,0,0,0,0,36,1,0,0,24,0
52,1,24,0,0,8,1200000,0,1,1,0,0,0,0,0,0,0,54,1,0,0,0,0
52,1,30,0,0,5,1300000,0,0,1,0,0,0,0,0,0,0,54,0,0,0,8,0
52,1,37,0,0,10,4000000,0,1,0,0,0,0,1,0,0,0,40,0,0,1,0,0
52,0,47,0,0,10,7700000,1,1,1,0,0,0,0,0,0,0,48,0,0,1,1,0
52,0,40,0,0,8,1800000,0,0,1,0,0,0,0,0,0,0,47,0,0,0,84,0
52,1,63,1,0,3,1045000,0,1,0,0,0,1,0,0,0,0,54,0,0,1,1,1
52,1,36,1,0,5,200000,0,1,0,0,0,1,0,0,0,0,8,1,0,0,0,0
52,1,37,0,0,5,300000,0,0,0,0,0,1,0,0,0,0,21,0,0,0,4,0
52,0,35,1,0,10,3100000,0,1,0,0,0,1,0,0,0,0,25,0,0,1,0,0
52,1,55,1,0,5,600000,0,1,0,0,0,1,0,0,0,0,20,1,0,0,2,0
54,1,37,1,0,6,400000,1,0,0,0,0,1,0,0,0,0,40,1,0,0,0,0
54,0,43,1,0,8,1700000,0,1,0,0,0,1,0,0,0,0,40,1,0,0,3,0
54,1,37,1,0,5,1500000,0,1,0,0,0,1,0,0,0,0,84,0,0,0,0,0
54,1,32,1,0,9,800000,1,0,0,0,0,1,0,0,0,0,50,1,0,0,4,0
54,0,26,1,0,8,1300000,1,0,1,0,0,0,0,0,0,0,54,0,0,0,0,0
54,1,59,0,0,3,320000,0,1,0,0,0,1,0,0,0,0,20,0,0,0,0,0
54,1,31,1,0,8,1200000,0,1,1,0,0,0,0,0,0,0,48,1,0,0,2,0
54,0,37,0,0,8,1300000,1,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
54,1,36,0,0,5,200000,0,1,0,0,0,1,0,0,0,0,10,1,0,0,1,0
54,1,23,1,0,10,880000,0,0,0,0,0,1,0,0,0,0,20,0,0,0,1,0
54,1,24,1,0,8,3200000,0,1,1,0,0,0,0,0,0,0,48,0,0,1,0,0
54,1,62,0,0,4,480000,0,0,0,0,0,1,0,0,0,0,16,0,0,0,4,1
54,1,59,1,0,5,630000,0,1,0,0,0,1,0,0,0,0,44,0,0,0,12,0
54,0,21,1,0,8,1300000,1,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0
54,1,38,0,0,4,1352000,0,1,0,0,1,0,0,0,0,0,48,0,0,0,0,0
54,0,33,0,0,11,6000000,0,1,1,0,0,0,0,0,0,0,70,1,0,0,0,0
54,1,30,0,0,10,3000000,0,0,0,0,0,1,0,0,0,0,70,1,0,0,0,0
54,0,36,0,0,10,2000000,1,1,0,0,0,0,1,0,0,0,56,0,0,0,60,0
54,0,38,1,0,8,1300000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,0,0
54,1,23,1,0,5,8000000,1,1,0,0,0,1,0,0,0,0,60,0,0,0,1,0
54,1,27,0,0,5,600000,0,0,0,0,0,1,0,0,0,0,30,1,0,0,18,0
54,0,40,0,0,10,2200000,1,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0
54,0,27,1,0,10,4500000,0,1,0,0,0,1,0,0,0,0,52,1,0,0,3,0
54,1,30,0,0,10,1200000,0,0,0,0,0,1,0,0,0,0,72,1,0,0,1,0
54,1,26,1,0,5,1200000,0,1,0,0,0,1,0,0,0,0,50,0,0,0,0,0
54,1,30,0,0,8,1300000,0,0,0,0,0,1,0,0,0,0,84,0,0,0,6,0
54,0,46,1,0,5,1300000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,2,0
54,1,35,1,0,5,1200000,0,1,0,0,0,1,0,0,0,0,47,1,0,0,24,0
54,1,28,1,0,4,480000,0,1,0,0,0,1,0,0,0,0,25,1,0,0,18,0
54,1,35,0,0,5,150000,0,0,0,0,0,1,0,0,0,0,30,1,0,0,1,0
54,0,26,1,0,5,1588000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,0,0
54,1,24,0,0,5,340000,1,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0
54,1,58,0,0,4,1300000,1,0,1,0,0,0,0,0,0,0,48,0,0,0,2,0
54,1,43,1,0,5,100000,0,1,0,0,0,1,0,0,0,0,15,0,0,0,24,0
54,0,33,1,0,10,2600000,1,1,1,0,0,0,0,0,0,0,48,0,0,0,2,0
54,1,39,1,0,6,700000,0,1,0,0,0,1,0,0,0,0,48,0,0,0,4,0
54,0,38,0,0,8,1450000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
63,1,31,0,0,5,580000,0,0,0,0,0,1,0,0,0,0,36,1,0,0,0,0
63,1,33,1,0,5,1500000,0,1,0,0,0,1,0,0,0,0,36,0,0,0,3,0
66,1,49,1,0,5,1500000,0,0,1,0,0,0,0,0,0,0,40,0,0,0,60,0
66,0,29,0,0,11,2400000,0,0,1,0,0,0,0,0,0,0,40,0,0,0,1,0
66,0,29,0,0,12,1500000,0,1,0,0,0,1,0,0,0,0,25,0,0,0,0,0
66,0,56,1,0,12,5200000,0,1,1,0,0,0,0,0,0,0,44,1,0,1,0,0
66,1,52,0,0,3,200000,0,1,0,0,0,1,0,0,0,0,45,0,0,0,12,0
66,1,48,0,0,11,1600000,0,0,0,0,0,1,0,0,0,0,50,0,0,0,2,0
66,0,29,0,0,10,2500000,0,0,0,0,0,1,0,0,0,0,48,0,0,1,0,0
66,1,33,1,0,4,1300000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,0,0
66,1,44,1,0,5,1300000,1,0,1,0,0,0,0,0,0,0,48,0,0,0,2,0
66,0,56,0,0,10,4800000,0,0,0,0,0,1,0,0,0,0,40,0,0,1,0,0
66,0,29,1,0,8,1860000,0,0,1,0,0,0,0,0,0,0,50,0,0,0,36,0
66,0,44,1,0,12,2000000,0,1,0,0,0,1,0,0,0,0,6,0,0,0,1,0
66,0,54,0,0,10,4000000,1,1,0,0,0,0,1,0,0,0,60,0,0,1,0,0
66,0,35,1,0,11,2040000,1,0,0,1,0,0,0,0,0,0,48,0,0,0,2,0
66,1,39,1,0,8,730000,0,1,0,0,0,1,0,0,0,0,30,0,0,0,24,0
66,0,34,0,0,10,2000000,0,1,1,0,0,0,0,0,0,0,47,0,0,1,0,0
66,0,39,1,0,12,3066000,0,1,0,1,0,0,0,0,0,0,40,0,0,1,0,0
66,0,39,0,0,11,5800000,0,1,0,0,0,1,0,0,0,0,40,0,0,1,0,0
66,0,51,0,0,10,1700000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
66,0,26,1,0,8,2200000,0,1,1,0,0,0,0,0,0,0,45,0,0,0,0,0
66,0,43,0,0,5,1980000,0,0,1,0,0,0,0,0,0,0,40,0,0,0,6,0
66,0,33,0,0,9,1462000,0,0,1,0,0,0,0,0,0,0,60,1,0,0,0,0
66,0,26,0,0,8,1462000,0,0,1,0,0,0,0,0,0,0,46,1,0,0,6,0
66,1,58,0,0,11,6316441,0,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0
66,1,28,0,0,8,1500000,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0
66,0,27,0,0,9,1462000,0,1,1,0,0,0,0,0,0,0,47,1,0,0,2,0
66,0,21,0,0,5,1462000,0,0,1,0,0,0,0,0,0,0,47,0,0,0,0,0
68,0,42,0,0,11,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
68,0,44,1,0,11,9200000,1,1,1,0,0,0,0,0,0,0,47,0,0,0,3,0
68,0,32,1,0,10,6000000,1,0,1,0,0,0,0,0,0,0,46,0,0,0,1,0
68,1,40,1,0,6,400000,0,1,1,0,0,0,0,0,0,0,30,1,0,0,4,0
68,1,36,0,0,8,100000,1,1,0,0,0,1,0,0,0,0,48,0,0,0,12,0
68,0,50,0,0,5,1300000,0,0,1,0,0,0,0,0,0,0,47,0,0,0,0,0
68,0,22,1,0,9,1400000,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,0
68,1,71,0,0,3,1000000,1,1,1,0,0,0,0,0,0,0,48,0,0,1,0,1
68,1,47,0,0,5,520000,0,1,1,0,0,0,0,0,0,0,16,0,0,0,0,0
68,0,21,0,0,8,1300000,0,0,1,0,0,0,0,0,0,0,47,0,0,0,0,0
68,0,27,1,0,5,1300000,1,0,1,0,0,0,0,0,0,0,48,0,0,1,18,0
68,0,35,1,0,10,6200000,1,0,1,0,0,0,0,0,0,0,46,0,0,1,0,0
68,0,51,0,0,10,2000000,1,0,1,0,0,0,0,0,0,0,48,0,0,1,0,0
68,0,54,1,0,11,500000,1,0,0,0,0,1,0,0,0,0,40,1,0,0,0,0
68,0,31,0,0,10,3000000,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0
68,0,43,1,1,1,2100000,1,0,0,0,1,0,0,0,0,0,47,0,0,1,0,0
68,1,50,0,0,10,1400000,0,0,0,0,0,1,0,0,0,0,40,0,0,0,7,0
68,1,48,0,0,10,800000,1,0,0,0,0,1,0,0,0,0,40,1,0,0,0,0
68,1,39,1,0,8,1300000,0,1,0,0,0,1,0,0,0,0,40,0,0,0,0,0
68,1,38,0,0,5,400000,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0
68,0,40,1,0,10,1300000,0,0,1,0,0,0,0,0,0,0,47,1,0,0,0,0
68,0,41,0,0,11,1500000,0,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0
68,1,55,0,0,5,1500000,1,1,0,0,0,1,0,0,0,0,48,0,0,0,5,0
68,0,49,0,0,10,1500000,1,1,0,1,0,0,0,0,0,0,40,0,0,1,0,0
68,0,43,1,0,5,1300000,0,1,0,0,1,0,0,0,0,0,40,0,0,0,2,0
68,0,33,0,0,5,1300000,0,1,1,0,0,0,0,0,0,0,52,0,0,0,0,0
68,0,57,0,0,8,4000000,0,1,0,1,0,0,0,0,0,0,45,0,0,0,6,0
68,0,29,1,0,10,4500000,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0
68,0,40,1,0,3,1300000,0,1,1,0,0,0,0,0,0,0,47,0,0,0,0,0
68,1,57,0,0,5,1200000,0,1,0,0,0,1,0,0,0,0,60,0,0,0,3,0
68,1,25,0,0,10,2000000,0,1,0,0,0,1,0,0,0,0,48,0,0,0,0,0
68,1,24,0,0,9,2000000,0,0,0,0,0,1,0,0,0,0,48,0,0,0,0,0
68,0,32,1,0,4,1300000,0,1,1,0,0,0,0,0,0,0,47,0,0,0,0,0
68,1,62,1,0,10,1500000,0,1,0,0,0,1,0,0,0,0,40,0,0,0,6,1
68,1,31,0,0,5,160000,0,1,1,0,0,0,0,0,0,0,8,1,0,0,12,0
68,1,39,0,0,5,1000000,0,0,1,0,0,0,0,0,0,0,50,0,0,0,2,0
68,1,55,1,0,3,1000000,0,1,0,0,1,0,0,0,0,0,40,1,0,0,0,0
68,1,26,0,0,6,1500000,0,1,0,0,0,1,0,0,0,0,48,0,0,0,0,0
68,0,45,0,0,10,2000000,0,1,0,0,0,1,0,0,0,0,40,0,0,0,0,0
68,1,25,0,0,6,1120000,0,0,1,0,0,0,0,0,0,0,30,1,0,0,3,0
68,0,55,1,0,13,9100000,0,1,1,0,0,0,0,0,0,0,40,0,0,1,0,0
70,1,55,0,0,3,200000,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0
70,0,38,1,0,5,1462000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
70,0,43,0,0,8,1300000,0,1,0,1,0,0,0,0,0,0,46,0,0,0,10,0
70,1,49,1,0,8,1000000,0,1,0,0,0,1,0,0,0,0,22,1,0,0,0,0
70,1,24,1,0,5,300000,0,0,0,0,0,1,0,0,0,0,14,1,0,0,0,0
70,0,38,0,0,9,1300000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,0,0
70,1,52,1,0,5,1000000,1,1,0,0,1,0,0,0,0,0,60,1,0,0,0,0
70,0,23,0,0,10,1462000,0,0,1,0,0,0,0,0,0,0,40,1,0,0,0,0
70,1,28,1,0,9,920000,0,1,1,0,0,0,0,0,0,0,62,0,0,0,3,0
73,1,44,1,0,4,800000,0,1,0,0,0,1,0,0,0,0,40,0,0,1,3,0
73,0,34,1,0,9,1400000,1,0,1,0,0,0,0,0,0,0,96,0,0,1,0,0
73,1,64,0,0,3,1300000,1,1,1,0,0,0,0,0,0,0,54,0,0,1,0,1
73,0,27,1,0,5,1500000,0,0,1,0,0,0,0,0,0,0,47,0,0,1,0,0
73,1,59,0,0,10,2000000,0,0,0,0,0,1,0,0,0,0,56,0,0,0,0,0
76,1,70,1,0,3,720000,0,1,0,0,0,1,0,0,0,0,60,0,0,0,0,1
76,0,35,0,0,8,1462500,0,0,1,0,0,0,0,0,0,0,40,0,0,0,1,0
76,0,27,0,0,5,1300000,0,0,1,0,0,0,0,0,0,0,48,1,0,0,2,0
76,0,63,1,0,10,3000000,0,1,0,1,0,0,0,0,0,0,40,0,0,0,36,1
76,1,26,0,0,5,74000,0,0,0,0,0,1,0,0,0,0,30,1,0,0,4,0
76,1,30,1,0,8,1200000,0,0,0,0,0,1,0,0,0,0,36,0,0,1,0,0
76,0,31,1,0,8,1500000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,1,0
76,1,69,1,0,3,200000,0,1,0,0,0,1,0,0,0,0,20,0,0,0,1,1
76,1,49,1,0,5,150000,0,1,0,0,0,1,0,0,0,0,40,1,0,0,1,0
76,1,66,0,0,5,500000,1,0,1,0,0,0,0,0,0,0,60,0,0,0,98,1
76,0,43,0,0,11,8000000,1,1,1,0,0,0,0,0,0,0,47,0,0,1,5,0
76,1,59,0,0,4,500000,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0
76,1,42,1,0,6,1540000,0,1,0,0,1,0,0,0,0,0,48,1,0,0,5,0
76,0,52,0,0,5,1300000,1,0,1,0,0,0,0,0,0,0,47,0,0,0,6,0
76,0,46,0,0,8,1540000,0,0,0,0,1,0,0,0,0,0,48,0,0,0,8,0
76,1,25,0,0,8,2000000,0,1,0,0,0,0,1,0,0,0,40,0,0,1,2,0
76,0,42,0,0,8,2900000,1,0,1,0,0,0,0,0,0,0,46,0,0,1,0,0
76,1,33,0,0,5,350000,0,1,0,0,0,1,0,0,0,0,36,0,0,0,1,0
76,1,61,1,0,3,210000,0,1,0,0,0,1,0,0,0,0,72,0,0,0,3,1
76,0,38,0,0,8,2100000,0,0,1,0,0,0,0,0,0,0,47,0,0,0,1,0
76,0,32,0,0,8,1835000,0,1,0,1,0,0,0,0,0,0,98,0,0,1,3,0
76,0,39,0,0,11,7000000,1,0,1,0,0,0,0,0,0,0,46,1,0,1,0,0
76,1,46,1,0,4,150000,0,1,0,0,0,1,0,0,0,0,27,0,0,0,1,0
76,1,27,0,0,8,1200000,1,0,1,0,0,0,0,0,0,0,48,1,0,0,1,0
76,1,24,1,0,5,500000,1,0,0,0,0,1,0,0,0,0,28,1,0,0,2,0
76,1,20,1,0,6,1300000,1,0,1,0,0,0,0,0,0,0,48,1,0,0,2,0
76,0,27,0,0,5,1300000,0,0,1,0,0,0,0,0,0,0,48,1,0,0,0,0
76,0,50,1,0,5,1960000,1,0,0,0,1,0,0,0,0,0,48,0,0,0,2,0
76,0,39,1,0,10,1800000,0,0,1,0,0,0,0,0,0,0,47,0,0,1,1,0
76,1,50,0,0,8,3500000,1,0,1,0,0,0,0,0,0,0,40,1,0,1,0,0
76,1,49,0,0,4,100000,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0
76,0,44,0,0,11,3800000,0,1,0,1,0,0,0,0,0,0,50,1,0,0,0,0
76,0,29,1,0,6,1300000,0,1,1,0,0,0,0,0,0,0,47,0,0,0,36,0
76,0,29,0,0,5,1380000,0,0,1,0,0,0,0,0,0,0,48,1,0,0,0,0
76,1,68,1,0,4,1500000,0,1,0,0,1,0,0,0,0,0,48,0,0,0,72,1
76,0,23,0,0,10,1500000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,5,0
76,1,29,1,0,10,1900000,0,1,1,0,0,0,0,0,0,0,45,0,0,0,3,0
76,1,44,0,0,4,1200000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,4,0
76,0,24,1,0,10,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,12,0
81,1,27,1,0,10,900000,0,1,0,0,0,1,0,0,0,0,60,1,0,0,1,0
81,1,35,1,0,8,500000,0,0,0,0,0,1,0,0,0,0,48,1,0,0,0,0
85,0,36,1,0,8,1300000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,0,0
85,1,20,1,0,6,1400000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,4,0
85,1,23,0,0,4,800000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,2,0
85,1,22,0,0,5,1280000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
85,0,26,1,0,9,2500000,0,1,1,0,0,0,0,0,0,0,47,0,0,0,0,0
85,1,36,0,0,8,800000,0,1,1,0,0,0,0,0,0,0,24,0,0,0,48,0
85,0,30,1,0,9,1350000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,14,0
85,0,25,1,0,8,1500000,0,0,0,0,0,1,0,0,0,0,48,0,0,0,0,0
85,1,33,1,0,4,1000000,0,1,0,0,0,1,0,0,0,0,60,0,0,0,0,0
85,0,48,1,0,10,2800000,1,1,0,1,0,0,0,0,0,0,47,0,0,0,0,0
85,1,54,1,0,3,1100000,0,1,0,0,1,0,0,0,0,0,48,0,0,0,2,0
85,0,26,1,0,4,1430000,0,1,1,0,0,0,0,0,0,0,40,0,0,0,0,0
86,0,41,1,0,11,3500000,0,1,0,0,0,1,0,0,0,0,40,0,0,0,1,0
88,0,49,0,0,10,2600000,0,0,0,1,0,0,0,0,0,0,40,0,0,1,0,0
88,0,58,0,0,12,6000000,0,0,1,0,0,0,0,0,0,0,45,0,0,1,0,0
88,0,49,0,0,10,2800000,0,0,0,0,0,1,0,0,0,0,48,0,0,1,2,0
88,0,46,1,0,10,3500000,1,1,0,0,0,1,0,0,0,0,40,0,0,0,48,0
88,0,34,1,0,8,1500000,0,0,1,0,0,0,0,0,0,0,48,0,0,1,0,0
88,0,28,1,0,10,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,1,0,0
88,0,36,0,0,9,1400000,0,0,1,0,0,0,0,0,0,0,48,0,0,1,2,0
88,0,50,1,0,5,1500000,0,1,1,0,0,0,0,0,0,0,56,0,0,1,0,0
88,0,33,0,0,10,3200000,0,0,1,0,0,0,0,0,0,0,40,0,0,1,1,0
88,0,40,0,0,10,1500000,0,0,0,0,0,1,0,0,0,0,48,0,0,1,0,0
88,0,31,0,0,8,2300000,1,0,1,0,0,0,0,0,0,0,40,0,0,0,6,0
88,0,32,1,0,5,1600000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,12,0
91,1,38,1,0,8,1150000,1,0,0,0,0,1,0,0,0,0,40,1,0,0,38,0
95,0,36,1,0,9,2500000,0,1,0,0,0,1,0,0,0,0,48,0,0,0,0,0
95,1,29,1,0,9,600000,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0
95,1,35,1,0,5,1410000,0,1,0,0,1,0,0,0,0,0,60,0,0,0,0,0
95,1,43,1,0,5,900000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,0,0
95,1,28,0,0,8,300000,0,0,0,0,0,1,0,0,0,0,70,0,0,0,3,0
97,0,36,0,0,10,5000000,0,0,0,0,0,1,0,0,0,0,48,0,0,0,24,0
97,1,33,1,0,4,400000,0,1,0,0,0,1,0,0,0,0,18,0,0,0,0,0
99,1,41,1,0,8,390000,1,1,1,0,0,0,0,0,0,0,30,1,0,0,0,0
99,0,39,1,0,10,1320000,0,1,0,0,0,1,0,0,0,0,48,1,0,0,1,0
99,1,32,0,0,4,600000,0,0,0,0,1,0,0,0,0,0,36,0,0,0,4,0
13,1,27,1,0,4,860000,0,1,0,0,1,0,0,0,0,0,40,1,1,0,10,0
13,0,44,1,0,8,1300000,0,1,1,0,0,0,0,0,0,0,48,0,1,1,3,0
13,1,44,0,0,4,900000,1,1,1,0,0,0,0,0,0,0,36,0,1,0,0,0
13,1,27,1,0,5,1000000,0,1,0,0,1,0,0,0,0,0,40,1,1,0,3,0
13,1,42,1,0,8,200000,0,1,0,0,0,1,0,0,0,0,12,1,0,0,8,0
13,0,28,0,0,8,1300000,0,1,0,0,1,0,0,0,0,0,48,0,0,1,0,0
44,0,44,0,0,10,2040000,0,1,0,1,0,0,0,0,0,0,40,0,0,0,0,0
44,0,22,1,0,5,1800000,0,1,1,0,0,0,0,0,0,0,40,0,0,0,0,0
44,1,31,1,0,8,250000,0,1,0,0,0,1,0,0,0,0,40,0,0,0,3,0
44,1,33,0,1,1,190000,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0
25,1,56,0,0,3,1000000,0,0,0,0,0,1,0,0,0,0,40,0,1,0,36,0
25,1,42,0,0,3,1300000,0,0,1,0,0,0,0,0,0,0,46,0,1,0,0,0
25,1,26,1,0,5,1300000,0,0,1,0,0,0,0,0,0,0,48,0,1,0,0,0
25,0,31,1,0,8,1300000,0,1,1,0,0,0,0,0,0,0,50,0,0,0,2,0
25,0,27,1,0,5,1300000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,5,0
25,0,32,1,0,10,2000000,1,0,0,0,0,1,0,0,0,0,48,0,0,0,18,0
25,1,44,0,0,3,1300000,0,1,0,0,1,0,0,0,0,0,45,0,0,0,0,0
25,0,52,1,0,5,1300000,0,1,1,0,0,0,0,0,0,0,46,1,0,1,0,0
25,0,45,1,0,5,2000000,0,1,0,1,0,0,0,0,0,0,40,0,0,1,0,0
18,1,57,1,0,3,170000,0,1,0,0,0,1,0,0,0,0,70,0,1,0,12,0
18,1,68,0,0,3,300000,0,0,0,0,0,1,0,0,0,0,60,0,1,0,12,1
18,1,43,1,0,3,770000,0,1,1,0,0,0,0,0,0,0,30,0,1,0,0,0
18,0,51,0,0,10,3300000,0,0,0,1,0,0,0,0,0,0,54,0,1,0,12,0
15,0,41,0,0,12,3300000,0,1,0,1,0,0,0,0,0,0,40,0,0,0,0,0
15,1,49,0,0,3,250000,1,0,0,0,0,1,0,0,0,0,80,0,0,0,24,0
15,1,34,1,0,3,480000,0,1,0,0,0,1,0,0,0,0,32,1,1,0,24,0
15,1,40,1,0,5,540000,1,1,0,0,0,1,0,0,0,0,30,1,0,0,3,0
15,0,37,1,0,9,2557000,0,1,0,1,0,0,0,0,0,0,40,0,0,0,24,0
15,0,29,0,0,8,1300000,1,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0
15,1,40,0,0,7,450000,0,0,0,0,0,1,0,0,0,0,48,1,1,0,3,0
15,1,36,1,0,3,90000,0,1,0,0,0,1,0,0,0,0,24,0,1,0,3,0
15,1,54,0,0,9,500000,0,1,0,0,0,1,0,0,0,0,40,0,1,0,0,0
15,1,61,1,1,1,400000,0,1,0,0,0,1,0,0,0,0,60,1,0,0,3,1
15,0,33,0,0,11,1500000,1,1,1,0,0,0,0,0,0,0,45,1,0,0,18,0
