DPTO,informal,edad,soltero,analfabeta,nivel_educativo,ingreso,vivienda_propia,jefe_hogar,empleado_empresa_particular,empleado_gobierno,empleado_domestico,independiente,empleador,familiar_sin_remuneracion,empresa_sin_remuneracion,jornalero,horas_trabajo,desea_cambiar_trabajo,rural,dinero_ahorrado,tiempo_desempleado,tercera_edad
8,1,52,0,0,3,60000,1,0,0,0,0,1,0,0,0,0,10,0,0,0,98,0
8,0,30,1,0,5,1300000,1,0,1,0,0,0,0,0,0,0,47,0,0,0,6,0
8,1,41,1,0,5,600000,0,1,1,0,0,0,0,0,0,0,40,1,0,0,4,0
8,1,45,0,0,4,480000,0,0,0,0,0,1,0,0,0,0,21,1,0,0,0,0
8,1,45,1,0,5,770000,1,0,0,0,1,0,0,0,0,0,60,0,0,0,17,0
8,1,51,1,0,5,850000,1,1,0,0,0,1,0,0,0,0,48,0,0,0,2,0
8,1,21,1,0,8,1300000,1,0,1,0,0,0,0,0,0,0,48,0,0,0,1,0
8,1,23,0,0,4,530000,0,0,1,0,0,0,0,0,0,0,24,0,0,0,18,0
8,1,46,0,0,5,600000,1,0,0,0,0,1,0,0,0,0,14,1,0,0,3,0
8,0,52,0,0,9,1300000,0,0,1,0,0,0,0,0,0,0,40,0,0,0,5,0
8,0,51,1,0,11,4520000,1,1,1,0,0,0,0,0,0,0,47,0,0,0,24,0
8,0,43,1,0,8,1465000,0,0,1,0,0,0,0,0,0,0,48,1,0,1,12,0
8,0,66,0,0,10,5000000,1,0,0,1,0,0,0,0,0,0,40,0,0,1,0,1
8,0,29,1,0,11,4050000,1,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0
8,0,30,1,0,10,1600000,1,0,1,0,0,0,0,0,0,0,48,0,0,0,12,0
8,1,52,0,0,5,1500000,0,0,0,0,1,0,0,0,0,0,60,0,0,0,4,0
11,0,29,0,0,8,1500000,0,0,1,0,0,0,0,0,0,0,47,1,0,0,1,0
11,1,65,0,0,5,200000,1,0,0,0,0,1,0,0,0,0,40,0,0,1,36,1
11,1,63,0,0,5,230000,0,1,0,0,0,1,0,0,0,0,15,0,0,0,1,1
11,0,33,1,0,8,1800000,0,1,1,0,0,0,0,0,0,0,40,1,0,1,2,0
11,0,42,0,0,9,1462000,0,1,0,1,0,0,0,0,0,0,46,0,0,0,0,0
11,1,50,0,0,5,1000000,0,0,1,0,0,0,0,0,0,0,50,0,0,0,48,0
11,0,35,0,0,3,610000,0,0,0,0,1,0,0,0,0,0,45,0,0,0,24,0
11,0,34,0,0,10,1500000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
11,1,44,0,0,3,600000,0,0,0,0,0,1,0,0,0,0,24,0,0,0,24,0
11,0,46,0,0,8,2500000,1,0,0,0,0,0,1,0,0,0,105,0,0,0,5,0
11,0,45,0,0,5,1300000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,6,0
11,1,53,0,0,5,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
11,1,22,0,0,8,1750000,0,0,1,0,0,0,0,0,0,0,56,1,0,0,0,0
11,0,31,1,0,4,1400000,0,1,0,0,0,1,0,0,0,0,47,0,0,0,36,0
11,1,44,0,0,5,500000,0,1,0,0,0,1,0,0,0,0,35,0,0,0,10,0
11,0,36,1,0,10,1900000,0,1,1,0,0,0,0,0,0,0,47,1,0,1,1,0
11,1,36,0,0,5,170000,0,0,0,0,0,1,0,0,0,0,15,1,0,0,3,0
11,1,48,1,0,4,1200000,0,1,0,0,0,0,1,0,0,0,30,0,0,0,0,0
11,0,37,1,0,5,1300000,0,1,1,0,0,0,0,0,0,0,47,0,0,0,0,0
11,0,47,0,0,12,17000000,1,1,1,0,0,0,0,0,0,0,46,0,0,0,0,0
11,0,38,0,0,5,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,3,0
11,0,26,0,0,8,1400000,0,0,1,0,0,0,0,0,0,0,48,1,0,1,2,0
11,1,35,0,0,5,800000,0,0,0,0,0,1,0,0,0,0,40,0,0,0,24,0
11,0,36,0,0,12,8000000,1,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0
11,1,57,1,0,10,2000000,1,0,0,0,1,0,0,0,0,0,47,0,0,0,0,0
11,1,26,0,0,8,1800000,1,0,0,0,1,0,0,0,0,0,47,0,0,0,0,0
11,0,32,0,0,5,2500000,1,0,1,0,0,0,0,0,0,0,46,0,0,0,3,0
11,1,70,1,0,3,350000,0,1,0,0,0,1,0,0,0,0,15,0,0,0,4,1
11,1,33,1,0,8,1700000,0,1,1,0,0,0,0,0,0,0,48,1,0,0,2,0
11,0,41,1,0,9,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,5,0
11,1,22,1,0,4,550000,0,1,1,0,0,0,0,0,0,0,16,1,0,0,0,0
11,1,40,0,0,11,4000000,1,0,0,0,0,1,0,0,0,0,35,0,0,0,8,0
11,0,51,0,0,8,2000000,0,0,0,0,0,1,0,0,0,0,48,0,0,0,8,0
11,1,61,0,0,10,1200000,1,0,0,0,0,1,0,0,0,0,20,0,0,0,98,1
11,0,51,1,0,10,2500000,0,1,1,0,0,0,0,0,0,0,40,0,0,0,3,0
11,0,20,1,0,10,4000000,0,0,0,0,0,1,0,0,0,0,45,0,0,0,2,0
11,1,59,1,0,10,300000,1,1,0,0,0,1,0,0,0,0,10,0,0,1,12,0
11,0,33,0,0,8,1600000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
11,1,53,1,0,9,1200000,0,0,1,0,0,0,0,0,0,0,60,1,0,0,98,0
11,0,42,0,0,5,2000000,0,0,1,0,0,0,0,0,0,0,46,0,0,0,24,0
11,1,53,0,1,1,150000,1,0,0,0,0,1,0,0,0,0,56,0,0,0,36,0
11,1,59,1,0,9,400000,0,1,0,0,0,1,0,0,0,0,10,0,0,1,5,0
11,0,53,0,0,5,280000,0,0,0,0,0,1,0,0,0,0,10,0,0,0,98,0
11,0,23,1,0,5,1300000,0,1,1,0,0,0,0,0,0,0,72,0,0,0,24,0
11,1,22,1,0,5,400000,0,0,0,0,0,1,0,0,0,0,16,0,0,0,24,0
11,1,19,1,0,9,50000,0,1,0,0,0,1,0,0,0,0,10,1,0,0,2,0
11,0,31,1,0,12,7000000,0,1,1,0,0,0,0,0,0,0,40,0,0,1,0,0
11,0,29,1,0,12,2500000,0,0,1,0,0,0,0,0,0,0,40,1,0,0,12,0
11,1,65,0,0,5,600000,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,1
11,1,37,0,0,9,1650000,0,0,1,0,0,0,0,0,0,0,48,0,0,1,72,0
11,0,38,1,0,3,2000000,0,1,1,0,0,0,0,0,0,0,54,0,0,1,0,0
11,0,45,0,0,12,8700000,0,0,0,0,0,1,0,0,0,0,30,0,0,1,0,0
11,0,44,1,0,10,3000000,0,1,0,0,0,1,0,0,0,0,50,0,0,0,6,0
11,0,27,1,0,10,2000000,0,0,1,0,0,0,0,0,0,0,45,0,0,1,2,0
11,1,30,1,0,5,1080000,0,1,1,0,0,0,0,0,0,0,60,1,0,0,3,0
11,0,25,1,0,10,2300000,0,1,1,0,0,0,0,0,0,0,32,0,0,1,0,0
11,0,37,1,0,12,6500000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,12,0
11,1,76,1,0,5,400000,1,1,0,0,0,1,0,0,0,0,56,0,0,0,12,1
11,0,45,0,0,10,5000000,0,0,0,0,0,0,1,0,0,0,48,0,0,0,12,0
11,0,59,0,0,12,5000000,1,1,0,1,0,0,0,0,0,0,40,0,0,0,0,0
11,0,52,1,0,11,3500000,0,1,1,0,0,0,0,0,0,0,47,1,0,1,4,0
11,0,44,1,0,10,4000000,0,1,1,0,0,0,0,0,0,0,42,0,0,0,0,0
11,0,33,1,0,10,6500000,0,1,0,0,0,1,0,0,0,0,60,1,0,0,4,0
11,0,29,1,0,10,3500000,0,0,0,1,0,0,0,0,0,0,40,0,0,1,0,0
11,0,60,1,0,5,1200000,0,1,0,0,0,1,0,0,0,0,56,0,0,1,24,1
11,0,29,1,0,10,2200000,0,0,1,0,0,0,0,0,0,0,46,0,0,1,0,0
11,0,23,1,0,10,1500000,1,0,1,0,0,0,0,0,0,0,42,0,0,1,3,0
11,1,25,1,0,5,800000,0,1,1,0,0,0,0,0,0,0,40,1,0,0,2,0
11,1,44,1,0,5,500000,0,0,0,0,0,1,0,0,0,0,70,0,0,0,3,0
11,0,37,0,0,5,1700000,0,0,1,0,0,0,0,0,0,0,46,0,0,1,0,0
11,0,44,1,0,5,800000,0,1,0,0,0,1,0,0,0,0,40,0,0,0,6,0
11,0,34,0,0,11,1700000,1,0,1,0,0,0,0,0,0,0,46,0,0,0,8,0
11,0,32,1,0,10,3500000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,0,0
11,0,35,1,0,5,1500000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,12,0
11,0,27,1,0,5,1300000,0,1,1,0,0,0,0,0,0,0,47,0,0,0,0,0
11,0,26,1,0,9,1300000,0,0,1,0,0,0,0,0,0,0,47,0,0,0,3,0
11,0,29,1,0,11,7000000,1,0,0,0,0,1,0,0,0,0,45,0,0,0,1,0
11,0,51,1,0,5,2000000,0,1,1,0,0,0,0,0,0,0,47,0,0,0,4,0
11,0,52,1,0,5,1462000,1,0,1,0,0,0,0,0,0,0,48,0,0,0,36,0
11,1,59,0,0,4,600000,0,1,0,0,0,1,0,0,0,0,48,1,0,0,18,0
11,0,51,0,0,10,4600000,1,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0
11,0,28,0,0,9,1800000,0,1,1,0,0,0,0,0,0,0,45,0,0,0,0,0
11,0,33,0,0,5,1300000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,0,0
11,0,40,1,0,13,6400000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,0,0
11,0,23,1,0,10,1600000,0,1,1,0,0,0,0,0,0,0,48,1,0,1,0,0
11,0,60,0,0,9,2800000,0,1,0,1,0,0,0,0,0,0,48,0,0,0,0,1
11,0,38,1,0,5,1600000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,0,0
13,1,40,1,0,5,1200000,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0
13,1,35,0,0,4,150000,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,0
13,1,52,1,0,3,250000,1,1,0,0,0,1,0,0,0,0,56,1,0,0,98,0
13,1,21,1,0,8,200000,1,0,0,0,0,1,0,0,0,0,20,1,0,0,0,0
13,1,18,1,0,5,200000,1,0,0,0,0,1,0,0,0,0,30,1,0,0,0,0
13,1,38,0,0,3,480000,1,0,0,0,1,0,0,0,0,0,24,1,0,0,0,0
13,1,57,0,0,8,500000,1,1,0,0,0,1,0,0,0,0,30,1,0,0,36,0
13,0,61,0,0,8,1300000,1,1,0,0,1,0,0,0,0,0,60,0,0,0,0,1
13,0,36,0,0,9,1300000,1,0,1,0,0,0,0,0,0,0,44,0,0,0,4,0
13,0,36,1,0,5,1300000,1,1,1,0,0,0,0,0,0,0,47,1,0,0,0,0
13,0,25,1,0,8,1300000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,0,0
13,0,48,1,0,5,1300000,0,1,1,0,0,0,0,0,0,0,48,0,0,1,18,0
13,0,32,0,0,10,2000000,1,0,1,0,0,0,0,0,0,0,48,0,0,1,0,0
13,0,48,1,0,10,2700000,1,1,0,0,0,1,0,0,0,0,40,0,0,0,0,0
13,0,42,0,0,10,1800000,0,0,1,0,0,0,0,0,0,0,48,1,0,1,1,0
13,0,39,1,0,11,4600000,0,1,1,0,0,0,0,0,0,0,40,0,0,0,0,0
13,1,53,1,0,8,300000,0,1,0,0,0,1,0,0,0,0,30,0,0,0,12,0
13,1,57,1,0,8,500000,0,1,0,0,0,1,0,0,0,0,40,0,0,0,1,0
13,0,32,1,0,10,1900000,0,1,1,0,0,0,0,0,0,0,48,0,0,1,12,0
13,1,51,0,0,3,700000,0,1,0,0,1,0,0,0,0,0,40,0,0,0,1,0
13,1,30,1,0,3,600000,0,0,0,0,1,0,0,0,0,0,40,0,0,0,1,0
13,0,45,0,0,8,1500000,0,0,1,0,0,0,0,0,0,0,48,0,0,1,48,0
13,0,63,0,0,10,12000000,1,1,0,1,0,0,0,0,0,0,48,0,0,1,60,1
13,1,68,0,1,1,1300000,1,0,0,0,0,1,0,0,0,0,48,0,0,0,98,1
13,1,47,0,0,8,600000,0,1,0,0,0,1,0,0,0,0,30,0,0,0,12,0
13,0,51,0,0,8,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,1,0,0
13,0,29,0,0,10,1300000,0,0,1,0,0,0,0,0,0,0,40,0,0,1,6,0
13,0,40,1,0,5,1300000,0,1,1,0,0,0,0,0,0,0,48,0,0,1,0,0
13,1,34,1,0,5,700000,1,0,0,0,1,0,0,0,0,0,40,0,0,0,24,0
13,1,55,1,0,5,1000000,0,1,0,0,1,0,0,0,0,0,60,0,0,1,3,0
13,0,45,1,0,8,1300000,0,1,1,0,0,0,0,0,0,0,48,0,0,1,0,0
13,0,57,0,0,11,11000000,1,0,0,0,0,1,0,0,0,0,48,0,0,1,0,0
13,0,46,0,0,11,5200000,1,1,1,0,0,0,0,0,0,0,48,0,0,1,0,0
13,1,28,0,0,10,200000,0,0,0,0,0,1,0,0,0,0,10,1,0,0,24,0
13,0,29,1,0,5,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
13,0,28,1,0,8,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,48,0
13,0,35,0,0,10,1500000,0,0,1,0,0,0,0,0,0,0,47,0,0,1,24,0
13,0,34,1,0,10,1300000,0,1,1,0,0,0,0,0,0,0,48,0,0,1,0,0
13,0,42,0,0,5,2000000,0,0,0,1,0,0,0,0,0,0,48,0,0,1,0,0
13,1,37,1,0,8,650000,0,1,0,0,0,1,0,0,0,0,30,0,0,0,98,0
15,0,32,0,0,8,1820000,0,0,0,0,0,1,0,0,0,0,48,0,0,0,0,0
15,0,32,0,0,10,1500000,0,0,1,0,0,0,0,0,0,0,46,1,0,1,2,0
15,1,54,1,0,8,120000,0,1,0,0,1,0,0,0,0,0,10,0,0,0,0,0
15,0,39,0,0,11,2800000,0,1,0,1,0,0,0,0,0,0,48,1,0,1,0,0
15,0,59,1,0,8,4050000,0,1,0,1,0,0,0,0,0,0,47,0,0,1,0,0
15,0,60,0,0,5,1800000,1,0,1,0,0,0,0,0,0,0,47,0,0,1,24,1
15,0,39,1,0,11,1800000,0,1,0,0,0,1,0,0,0,0,35,0,0,0,1,0
15,0,42,1,0,11,2075000,0,1,0,0,0,1,0,0,0,0,75,0,0,0,0,0
15,0,50,1,0,10,3900000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,1,0
15,0,26,0,0,11,1300000,0,1,1,0,0,0,0,0,0,0,47,0,0,0,8,0
15,1,42,0,0,3,600000,0,1,0,0,0,1,0,0,0,0,50,0,0,0,48,0
15,0,48,1,0,13,6850000,1,0,0,1,0,0,0,0,0,0,48,0,0,1,12,0
15,1,24,1,0,10,500000,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,0
15,0,29,1,0,10,2000000,1,0,0,0,0,1,0,0,0,0,50,0,0,1,1,0
15,1,72,1,0,3,100000,1,1,0,0,0,1,0,0,0,0,50,0,0,0,36,1
15,0,57,0,0,5,1300000,1,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
15,0,50,1,0,11,5000000,1,1,0,1,0,0,0,0,0,0,40,0,0,1,6,0
15,0,41,0,0,11,4000000,0,0,0,1,0,0,0,0,0,0,47,0,0,1,0,0
15,0,64,0,0,11,4500000,1,0,0,1,0,0,0,0,0,0,40,0,0,0,0,1
15,0,28,0,0,10,3000000,1,0,1,0,0,0,0,0,0,0,46,0,0,1,12,0
15,1,56,0,0,3,300000,0,1,0,0,0,1,0,0,0,0,15,0,0,0,96,0
15,0,45,0,0,6,1300000,0,1,0,1,0,0,0,0,0,0,48,0,0,0,24,0
15,0,39,1,0,10,1700000,1,0,0,0,0,1,0,0,0,0,30,0,0,0,1,0
15,0,31,1,0,10,2100000,1,0,1,0,0,0,0,0,0,0,40,0,0,0,1,0
15,0,41,1,0,12,4800000,0,1,0,1,0,0,0,0,0,0,40,0,0,0,0,0
15,1,62,1,0,3,1300000,0,0,0,0,1,0,0,0,0,0,48,0,0,0,0,1
15,1,27,0,0,3,500000,0,1,0,0,0,1,0,0,0,0,18,1,0,0,2,0
15,0,33,1,0,8,1700000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,0,0
15,0,61,0,0,5,1200000,1,0,0,0,0,1,0,0,0,0,40,0,0,1,2,1
15,1,33,0,0,9,1200000,0,0,1,0,0,0,0,0,0,0,40,1,0,0,4,0
15,1,23,0,0,5,700000,0,0,1,0,0,0,0,0,0,0,30,1,0,0,0,0
15,1,26,1,0,10,1200000,0,1,0,0,0,1,0,0,0,0,40,0,0,1,0,0
15,0,26,1,0,8,1300000,0,0,1,0,0,0,0,0,0,0,45,0,0,0,5,0
15,1,34,0,0,3,400000,0,0,0,0,0,1,0,0,0,0,30,1,0,0,10,0
17,0,54,1,0,4,1300000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,0,0
17,0,24,1,0,8,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
17,1,67,1,0,3,800000,1,1,0,0,0,1,0,0,0,0,49,0,0,0,0,1
17,0,30,1,0,10,2200000,1,0,1,0,0,0,0,0,0,0,36,0,0,0,5,0
17,0,32,0,0,5,760000,1,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0
17,0,49,1,0,5,1700000,0,1,0,0,1,0,0,0,0,0,40,0,0,0,4,0
17,0,29,0,0,5,1300000,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0
17,0,32,0,0,8,1300000,0,1,1,0,0,0,0,0,0,0,46,0,0,1,2,0
17,0,32,0,0,11,7300000,0,1,0,0,0,1,0,0,0,0,46,0,0,0,0,0
17,1,41,0,0,5,1500000,1,0,0,0,0,0,1,0,0,0,60,0,0,0,0,0
17,1,46,0,0,9,1500000,0,0,1,0,0,0,0,0,0,0,46,0,0,0,12,0
17,0,30,0,0,10,2900000,0,1,1,0,0,0,0,0,0,0,40,0,0,0,0,0
17,0,56,0,0,10,1500000,0,0,0,0,0,1,0,0,0,0,14,0,0,0,5,0
17,1,24,0,0,12,1950000,0,0,1,0,0,0,0,0,0,0,60,1,0,0,36,0
17,0,42,0,0,12,10000000,1,1,1,0,0,0,0,0,0,0,47,0,0,1,0,0
17,1,33,0,0,3,600000,0,0,1,0,0,0,0,0,0,0,36,0,0,0,12,0
17,0,43,1,0,6,2400000,1,0,1,0,0,0,0,0,0,0,46,0,0,1,6,0
17,0,21,1,0,8,1300000,1,0,1,0,0,0,0,0,0,0,45,0,0,0,4,0
17,0,42,0,0,11,5000000,1,0,1,0,0,0,0,0,0,0,46,0,0,1,0,0
17,0,56,0,0,4,1300000,0,0,1,0,0,0,0,0,0,0,46,0,0,0,6,0
17,0,36,1,0,5,1300000,0,0,1,0,0,0,0,0,0,0,40,0,0,0,6,0
17,0,41,0,0,6,1300000,0,0,1,0,0,0,0,0,0,0,40,0,0,0,24,0
17,0,47,0,0,12,7000000,0,1,0,0,0,0,1,0,0,0,50,0,0,1,0,0
17,1,40,0,0,8,500000,0,0,0,0,0,1,0,0,0,0,24,0,0,0,24,0
17,0,48,1,0,4,1580000,0,1,1,0,0,0,0,0,0,0,60,0,0,0,3,0
17,0,26,0,0,8,1500000,0,0,1,0,0,0,0,0,0,0,47,0,0,0,6,0
17,1,69,1,0,5,200000,0,1,0,0,0,1,0,0,0,0,24,0,0,0,12,1
17,0,24,1,0,9,1600000,0,0,1,0,0,0,0,0,0,0,46,1,0,0,4,0
17,0,32,0,0,5,1300000,1,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0
17,0,28,0,0,11,2900000,1,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0
17,1,61,1,0,5,240000,1,0,0,0,0,1,0,0,0,0,12,0,0,0,4,1
17,0,26,1,0,10,1300000,1,0,1,0,0,0,0,0,0,0,46,1,0,0,0,0
17,0,23,0,0,8,1300000,0,0,1,0,0,0,0,0,0,0,46,0,0,1,0,0
17,1,29,0,0,5,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,1,0
17,0,47,1,0,8,1300000,0,1,1,0,0,0,0,0,0,0,46,0,0,1,8,0
17,0,46,1,0,10,3200000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,12,0
17,1,60,0,0,10,800000,1,0,1,0,0,0,0,0,0,0,12,0,0,1,0,1
17,0,46,0,0,8,1300000,0,0,1,0,0,0,0,0,0,0,46,0,0,1,6,0
17,1,56,1,0,3,820000,0,1,0,0,0,1,0,0,0,0,30,0,0,0,98,0
17,1,31,1,0,5,570000,1,1,1,0,0,0,0,0,0,0,20,1,0,0,3,0
17,1,46,1,0,5,180000,1,1,0,0,0,1,0,0,0,0,9,1,0,0,12,0
17,0,37,1,0,5,1300000,0,0,1,0,0,0,0,0,0,0,45,0,0,1,36,0
17,0,24,0,0,5,531000,0,0,1,0,0,0,0,0,0,0,16,1,0,0,12,0
17,1,65,0,0,3,150000,1,0,0,0,0,1,0,0,0,0,25,0,0,1,2,1
17,0,38,0,0,12,2000000,1,0,1,0,0,0,0,0,0,0,45,0,0,1,12,0
17,0,57,1,0,5,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
17,0,50,0,0,10,4600000,1,1,1,0,0,0,0,0,0,0,46,0,0,1,0,0
17,0,43,0,0,12,3800000,1,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0
17,0,47,0,0,5,1300000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,12,0
17,1,47,1,0,5,1900000,0,1,0,0,0,0,1,0,0,0,40,0,0,1,0,0
17,0,41,0,0,8,1450000,0,0,1,0,0,0,0,0,0,0,46,1,0,0,6,0
17,0,43,0,0,10,1800000,0,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0
17,0,41,1,0,3,1300000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,0,0
17,0,44,0,0,5,1300000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,0,0
17,0,38,1,0,11,3210000,0,0,1,0,0,0,0,0,0,0,46,0,0,0,1,0
17,0,49,0,0,10,2600000,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0
17,0,42,0,0,9,1300000,0,0,1,0,0,0,0,0,0,0,42,0,0,0,3,0
17,0,32,1,0,8,1800000,0,0,1,0,0,0,0,0,0,0,48,0,0,1,0,0
17,0,50,0,0,11,6200000,0,0,0,1,0,0,0,0,0,0,30,0,0,1,0,0
17,0,46,0,0,10,7310000,1,1,0,1,0,0,0,0,0,0,40,0,0,0,0,0
17,0,26,1,0,10,1940000,1,0,1,0,0,0,0,0,0,0,46,0,0,0,5,0
17,0,33,0,0,8,1300000,0,0,1,0,0,0,0,0,0,0,50,0,0,1,1,0
17,1,70,0,0,4,100000,1,0,0,0,0,1,0,0,0,0,25,0,0,1,6,1
17,0,50,1,0,5,1300000,1,0,1,0,0,0,0,0,0,0,46,1,0,0,6,0
17,1,48,1,0,3,1560000,0,1,0,0,1,0,0,0,0,0,56,0,0,0,0,0
17,0,51,1,0,5,1595000,0,1,1,0,0,0,0,0,0,0,50,0,0,0,4,0
17,1,56,1,0,10,700000,0,1,0,0,0,1,0,0,0,0,38,1,0,0,12,0
17,1,34,1,0,10,700000,0,0,0,0,0,1,0,0,0,0,40,1,0,0,7,0
17,0,34,0,0,8,1300000,1,1,1,0,0,0,0,0,0,0,46,0,0,0,0,0
17,1,32,1,0,5,1200000,0,1,1,0,0,0,0,0,0,0,48,0,0,0,3,0
17,0,48,1,0,10,1300000,1,0,1,0,0,0,0,0,0,0,48,0,0,1,0,0
17,0,57,1,0,3,1300000,1,1,1,0,0,0,0,0,0,0,46,0,0,0,0,0
17,0,33,1,0,10,2600000,1,0,0,0,0,1,0,0,0,0,40,0,0,1,0,0
17,0,25,1,0,9,1080000,1,0,1,0,0,0,0,0,0,0,46,0,0,0,12,0
17,0,38,0,0,4,1900000,0,0,0,0,1,0,0,0,0,0,48,0,0,0,1,0
17,0,22,1,0,5,1300000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
17,0,24,1,0,10,1500000,1,0,1,0,0,0,0,0,0,0,47,1,0,0,24,0
17,1,46,0,0,9,400000,0,1,0,0,1,0,0,0,0,0,30,0,0,1,0,0
17,1,27,0,0,5,1000000,0,0,1,0,0,0,0,0,0,0,40,0,0,1,12,0
17,0,27,0,0,10,2322000,0,0,1,0,0,0,0,0,0,0,48,0,0,1,0,0
17,1,67,1,0,5,500000,1,1,0,0,0,1,0,0,0,0,70,0,0,0,98,1
17,0,47,1,0,8,1300000,1,0,1,0,0,0,0,0,0,0,45,0,0,1,0,0
17,0,48,0,0,8,1300000,0,1,1,0,0,0,0,0,0,0,46,0,0,0,0,0
17,0,59,0,0,6,1300000,1,1,1,0,0,0,0,0,0,0,45,0,0,1,0,0
17,0,43,0,0,4,1300000,0,1,1,0,0,0,0,0,0,0,46,0,0,1,0,0
17,0,28,1,0,12,3500000,1,0,0,0,0,1,0,0,0,0,40,0,0,0,6,0
17,0,46,1,0,10,1600000,1,1,1,0,0,0,0,0,0,0,45,0,0,0,4,0
17,1,44,1,0,3,1300000,0,1,0,0,1,0,0,0,0,0,48,0,0,0,0,0
18,1,20,1,0,9,1000000,1,0,0,0,0,1,0,0,0,0,90,0,0,0,0,0
18,1,44,1,0,3,100000,0,1,0,0,0,1,0,0,0,0,18,0,0,0,2,0
18,1,58,1,0,5,800000,0,1,1,0,0,0,0,0,0,0,50,0,0,0,2,0
18,0,52,0,0,11,4000000,0,1,0,0,0,1,0,0,0,0,56,1,0,0,0,0
18,1,19,1,0,4,400000,0,1,0,0,0,1,0,0,0,0,12,1,0,0,1,0
18,1,33,1,0,8,100000,0,1,0,0,0,1,0,0,0,0,48,0,0,0,5,0
18,0,30,1,0,11,1800000,0,0,1,0,0,0,0,0,0,0,48,0,0,0,24,0
18,0,28,1,0,11,6200000,0,0,0,0,0,1,0,0,0,0,48,0,0,0,0,0
18,1,48,1,0,8,2000000,1,1,0,0,0,1,0,0,0,0,18,0,0,0,2,0
18,1,45,0,0,8,800000,0,0,0,0,0,1,0,0,0,0,15,0,0,0,3,0
18,1,48,0,0,5,1500000,1,1,0,0,0,1,0,0,0,0,60,0,0,1,0,0
18,0,36,0,0,11,7500000,1,1,0,0,0,1,0,0,0,0,48,0,0,0,0,0
18,0,35,1,0,11,4000000,0,1,0,0,0,1,0,0,0,0,40,1,0,0,1,0
18,0,49,1,0,10,3100000,0,1,0,0,0,1,0,0,0,0,48,0,0,0,2,0
18,1,37,0,0,5,600000,1,0,1,0,0,0,0,0,0,0,50,0,0,0,2,0
18,1,64,1,1,1,500000,1,1,0,0,0,1,0,0,0,0,20,0,0,0,0,1
18,0,42,0,0,9,600000,1,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0
18,0,32,0,0,10,1500000,0,0,0,1,0,0,0,0,0,0,12,0,0,0,8,0
18,1,47,1,0,9,600000,1,0,1,0,0,0,0,0,0,0,42,0,0,0,0,0
18,1,19,0,0,5,1000000,0,1,1,0,0,0,0,0,0,0,54,1,0,0,1,0
18,0,43,1,0,10,1850000,1,1,1,0,0,0,0,0,0,0,48,0,0,1,1,0
18,0,29,0,0,10,1700000,0,0,0,1,0,0,0,0,0,0,48,0,0,0,1,0
18,0,51,1,0,8,1462000,1,1,1,0,0,0,0,0,0,0,40,0,0,0,7,0
18,1,30,0,0,11,2000000,1,0,0,0,0,1,0,0,0,0,40,0,0,0,36,0
